id,ordered_variant_id,parent_order_external_id,refund_external_id,refund_date_created,refund_amount,refund_reason,refunded_by,refunded_payment,order_status,order_total_amount,order_currency,order_created_at,order_updated_at,customer_email,customer_phone_number,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_postcode,shipping_country_code,product_external_id,product_title,product_description,variant_external_id,variant_title,variant_sku,variant_price,variant_attributes,variant_image_id,variant_image_src,returned_line_item_external_id,returned_quantity,returned_unit_price,returned_subtotal,returned_subtotal_tax,returned_total,returned_total_tax,returned_currency,tax_class,taxes,profile_id,group_order_id,created_at,updated_at,category_id,category
e2567af8-9941-479f-9239-018295890162,a4fea1d2-208a-4686-b80d-42b07709f743,B_O86,B_R56,2026-01-09T02:44:31+00:00,156.56,Defective product,system,True,completed,234.84,EUR,2026-01-06T11:21:52+00:00,2026-01-06T11:52:13+00:00,romanpauer@example.net,,Igor,Gärtner,Anika-Gangl-Gasse 3,,Sankt Andrä im Lavanttal,,8920,AU,B_10,Product B-10,electronics product,B_V16,Product B-10 - White - 512GB,B-P10-CWh-S51,78.28,"{""color"": ""White"", ""size"": ""512GB""}",,,B_L104,2,78.28,156.56,31.312,156.56,31.312,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000086,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
b38fe3cc-8f44-4dee-a96f-bb1d0d87d220,47d90683-4799-4346-862f-98fad3f5a0aa,B_O88,B_R57,2026-01-14T05:32:01+00:00,39.6,Item not as described,system,True,completed,39.6,EUR,2026-01-01T14:31:58+00:00,2026-01-01T15:21:31+00:00,hentschelsophia@example.net,,Kristine,Trub B.Sc.,Alina-Hofmann-Gasse 7/1,,Neustadtner Waldnaab,,20555,GE,B_17,Product B-17,electronics product,B_V25,Product B-17 - Black - 256GB,B-P17-CBl-S25,59.98,"{""color"": ""Black"", ""size"": ""256GB""}",,,B_L106,1,59.98,39.6,7.920000000000001,39.6,7.920000000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000088,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
d7c2b99f-0b6d-48ab-8cd4-56a59b929f7c,c8f71995-67f2-41a8-93f2-10c3d0f51a4d,B_O89,B_R58,2026-06-16T11:26:42+00:00,175.16,Defective product,system,True,completed,175.16,EUR,2026-06-04T06:51:31+00:00,2026-06-04T13:12:46+00:00,hentschelsophia@example.net,,Kristine,Trub B.Sc.,Alina-Hofmann-Gasse 7/1,,Neustadtner Waldnaab,,20555,GE,B_19,Product B-19,electronics product,B_V28,Product B-19 - White - 1TB,B-P19-CWh-S1T,105.99,"{""color"": ""White"", ""size"": ""1TB""}",,,B_L107,2,105.99,175.16,35.032000000000004,175.16,35.032000000000004,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000089,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
ae08b2c4-b5c4-440e-8562-e96f0bf5180f,df0fe045-bbb7-41a3-b100-be8afafa7635,B_O90,B_R59,2024-08-27T08:00:43+00:00,107.95,Item not as described,system,True,completed,215.89,EUR,2024-08-13T17:40:38+00:00,2024-08-13T07:51:35+00:00,hentschelsophia@example.net,,Kristine,Trub B.Sc.,Alina-Hofmann-Gasse 7/1,,Neustadtner Waldnaab,,20555,GE,B_14,Product B-14,electronics product,B_V21,Product B-14 - Silver - 512GB,B-P14-CSi-S51,137.25,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L108,1,137.25,107.95,21.590000000000003,107.95,21.590000000000003,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000090,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
6240b1b0-141f-4ff1-b8fd-e1a8453a1b13,59da1ca1-da70-4fe0-bb35-e9a36f9bf07e,B_O91,B_R60,2026-01-30T00:12:26+00:00,130.17,Item not as described,system,True,completed,130.17,EUR,2026-01-12T04:13:13+00:00,2026-01-12T12:19:33+00:00,hentschelsophia@example.net,,Kristine,Trub B.Sc.,Alina-Hofmann-Gasse 7/1,,Neustadtner Waldnaab,,20555,GE,B_35,Product B-35,electronics product,B_V50,Product B-35 - Black - 1TB,B-P35-CBl-S1T,96.55,"{""color"": ""Black"", ""size"": ""1TB""}",,,B_L109,2,96.55,130.17,26.034,130.17,26.034,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000091,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
c22e5200-d946-4478-bf81-9184a995be36,7403a9e0-b7d6-4cbd-9dc4-80eb54f741dd,B_O92,B_R61,2026-06-15T17:36:34+00:00,138.81,Changed mind,system,True,refunded,138.81,EUR,2026-05-28T20:31:17+00:00,2026-05-28T03:32:55+00:00,hentschelsophia@example.net,,Kristine,Trub B.Sc.,Alina-Hofmann-Gasse 7/1,,Neustadtner Waldnaab,,20555,GE,B_6,Product B-6,electronics product,B_V9,Product B-6 - White - 512GB,B-P6-CWh-S51,197.01,"{""color"": ""White"", ""size"": ""512GB""}",,,B_L110,1,197.01,138.81,27.762,138.81,27.762,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000092,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
617b7443-293f-4ddd-abae-d6359fd5df87,98c6ff28-f1fb-42b1-ad1d-63f422691fec,B_O94,B_R62,2026-11-16T12:43:53+00:00,60.32,Wrong size,system,True,completed,60.32,EUR,2026-11-14T01:12:53+00:00,2026-11-14T07:09:51+00:00,irinawoehrer@example.com,,Laetitia,Haidinger,Mateo-Lamprecht-Ring 7,,Bruck an der Mur,,7893,AU,B_10,Product B-10,electronics product,B_V15,Product B-10 - Silver - 512GB,B-P10-CSi-S51,83.31,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L112,1,83.31,60.32,12.064,60.32,12.064,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000094,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
dd8b4eb8-02d5-4472-be49-7da54c8282c2,dec50a4a-9de2-42e6-87b3-f11e3f1bd9ce,B_O102,B_R63,2026-03-27T07:21:21+00:00,332.24,Wrong size,system,True,completed,498.36,EUR,2026-03-18T20:17:59+00:00,2026-03-18T02:16:40+00:00,uscheucher@example.com,,William,Leithner,Reichweg 817,,Murau,,7096,AU,B_32,Product B-32,electronics product,B_V46,Product B-32 - Silver - 512GB,B-P32-CSi-S51,193.03,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L123,2,193.03,332.24,66.44800000000001,332.24,66.44800000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000102,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
7b02c275-563c-40cd-8d3e-11356addffa5,fa880836-011a-4e48-b84e-b5de47e00f4d,B_O105,B_R64,2025-03-28T10:57:55+00:00,12.07,Defective product,system,True,completed,12.07,EUR,2025-03-11T02:54:44+00:00,2025-03-11T07:43:11+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_2,Product B-2,electronics product,B_V2,Product B-2 - White - 1TB,B-P2-CWh-S1T,14.57,"{""color"": ""White"", ""size"": ""1TB""}",,,B_L127,1,14.57,12.07,2.414,12.07,2.414,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000105,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
0b1364f6-5154-4dfd-8015-af68895f5b86,20996aed-f391-416c-91b8-793e92d925f3,B_O108,B_R65,2025-12-12T04:17:50+00:00,34.41,Wrong size,system,True,completed,34.41,EUR,2025-11-26T09:21:02+00:00,2025-11-26T15:49:54+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_31,Product B-31,electronics product,B_V44,Product B-31 - Silver - 512GB,B-P31-CSi-S51,43.19,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L131,1,43.19,34.41,6.882,34.41,6.882,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000108,2025-10-22T15:45:27.882487+00:00,2025-10-22T15:45:27.882487+00:00,,electronics
f17787d8-7bd0-40dd-be39-8f2fb1322122,b7f95886-214e-488b-a965-7a8a0cdd4a7d,B_O109,B_R66,2024-10-15T15:41:08+00:00,68.84,Item not as described,system,True,completed,68.84,EUR,2024-10-03T22:46:33+00:00,2024-10-03T08:06:41+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_35,Product B-35,electronics product,B_V51,Product B-35 - Silver - 128GB,B-P35-CSi-S12,93.46,"{""color"": ""Silver"", ""size"": ""128GB""}",,,B_L132,1,93.46,68.84,13.768,68.84,13.768,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000109,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
31273302-dd36-4ffe-83b0-ab7b9f2ac93f,8a6a97ae-5e39-4fa5-b402-5137b83adcbe,B_O110,B_R67,2024-04-11T03:56:44+00:00,78.92,Defective product,system,True,completed,78.92,EUR,2024-03-27T01:43:50+00:00,2024-03-27T03:10:46+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_9,Product B-9,electronics product,B_V13,Product B-9 - Silver - 128GB,B-P9-CSi-S12,98.18,"{""color"": ""Silver"", ""size"": ""128GB""}",,,B_L133,1,98.18,78.92,15.784,78.92,15.784,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000110,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
36252266-f731-4aa6-a8f3-12045c5781c4,8f5bbe56-41aa-445d-86dc-6252f65fe4bf,B_O112,B_R68,2024-08-21T09:30:39+00:00,29.23,Defective product,system,True,completed,87.68,EUR,2024-08-06T22:33:02+00:00,2024-08-06T12:46:25+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_31,Product B-31,electronics product,B_V43,Product B-31 - White - 512GB,B-P31-CWh-S51,41.02,"{""color"": ""White"", ""size"": ""512GB""}",,,B_L135,1,41.02,29.23,5.846,29.23,5.846,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000112,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
af00bab9-8cb4-4904-8398-4fbf9d2f7c54,21efe687-8a64-4429-9286-3db510d3bf8f,B_O113,B_R69,2024-05-28T03:54:22+00:00,109.46,Wrong size,system,True,completed,328.39,EUR,2024-05-10T13:12:21+00:00,2024-05-10T11:37:37+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_14,Product B-14,electronics product,B_V20,Product B-14 - White - 512GB,B-P14-CWh-S51,140.68,"{""color"": ""White"", ""size"": ""512GB""}",,,B_L136,1,140.68,109.46,21.892,109.46,21.892,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000113,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
84baf438-604a-4548-a6c0-dd01a76a07d7,fe8f2b94-75f0-4a39-aa6d-a3e10da4ca6e,B_O114,B_R70,2025-12-10T02:08:42+00:00,38.28,Ordered by mistake,system,True,completed,76.57,EUR,2025-11-29T08:11:02+00:00,2025-11-29T06:40:19+00:00,udoppler@example.net,,Ela,Löffler,Baldaufplatz 9/3,,Schrems,,9266,AU,B_8,Product B-8,electronics product,B_V12,Product B-8 - Silver - 1TB,B-P8-CSi-S1T,53.74,"{""color"": ""Silver"", ""size"": ""1TB""}",,,B_L137,1,53.74,38.28,7.656000000000001,38.28,7.656000000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000114,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
a3d59531-4ec3-449f-86d8-210536549931,8eba575c-4f53-42f5-9aa3-ed84ad9f0f5d,B_O115,B_R71,2024-09-29T23:37:20+00:00,101.89,Changed mind,system,True,completed,101.89,EUR,2024-09-20T20:00:13+00:00,2024-09-20T06:48:16+00:00,irmelawagner@example.org,,Antje,Hermann B.Eng.,Rognerstraße 2,,Vohenstrauß,,51868,GE,B_11,Product B-11,electronics product,B_V17,Product B-11 - Black - 256GB,B-P11-CBl-S25,112.92,"{""color"": ""Black"", ""size"": ""256GB""}",,,B_L138,1,112.92,101.89,20.378,101.89,20.378,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000115,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
ed1c06ea-655a-4a81-b991-95f7d74584db,a499db62-a7e8-4b06-9474-cf9d714b96c5,B_O117,B_R72,2024-09-02T15:33:34+00:00,84.35,Wrong size,system,True,completed,84.35,EUR,2024-08-27T09:36:55+00:00,2024-08-27T22:07:59+00:00,irmelawagner@example.org,,Antje,Hermann B.Eng.,Rognerstraße 2,,Vohenstrauß,,51868,GE,B_29,Product B-29,electronics product,B_V41,Product B-29 - Silver - 256GB,B-P29-CSi-S25,94.83,"{""color"": ""Silver"", ""size"": ""256GB""}",,,B_L140,1,94.83,84.35,16.87,84.35,16.87,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000117,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
ea812062-c046-4c99-9e49-3911323aefad,2b266d90-5065-4efd-aa64-2f2925002dc2,B_O122,B_R73,2026-11-07T04:14:36+00:00,386.06,Changed mind,system,True,completed,593.66,EUR,2026-10-31T12:09:59+00:00,2026-10-31T21:41:52+00:00,giuseppe20@example.net,,Micha,Beck,Steinmannstrasse 999,,Montreux,,2016,SW,B_32,Product B-32,electronics product,B_V46,Product B-32 - Silver - 512GB,B-P32-CSi-S51,193.03,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L149,2,193.03,386.06,77.212,386.06,77.212,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000122,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
5aaf23a5-cd2e-4ec0-abc7-757862ad4fa9,2ea5507a-07ba-46bc-b55b-eb0252f41704,B_O123,B_R74,2024-10-30T19:27:32+00:00,102.69,Ordered by mistake,system,True,completed,308.08,EUR,2024-10-10T05:04:02+00:00,2024-10-10T17:24:55+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_3,Product B-3,electronics product,B_V4,Product B-3 - Black - 512GB,B-P3-CBl-S51,151.11,"{""color"": ""Black"", ""size"": ""512GB""}",,,B_L150,1,151.11,102.69,20.538,102.69,20.538,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000123,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
b2ec4e72-7fc9-4866-8a73-7850ce9b1f97,fdf0d554-3654-45d3-b5a8-c15fe8fa3372,B_O126,B_R75,2026-03-06T14:35:15+00:00,164.52,Ordered by mistake,system,True,completed,246.78,EUR,2026-02-24T14:34:36+00:00,2026-02-24T02:34:17+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_13,Product B-13,electronics product,B_V19,Product B-13 - Black - 512GB,B-P13-CBl-S51,97.51,"{""color"": ""Black"", ""size"": ""512GB""}",,,B_L154,2,97.51,164.52,32.904,164.52,32.904,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000126,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
67399569-5744-4598-bb67-9b33b38cd9a5,8cd2af53-28b9-43bb-b020-df6c14decd68,B_O128,B_R76,2025-05-13T02:14:22+00:00,75.48,Wrong size,system,True,completed,86.67,EUR,2025-04-26T05:57:21+00:00,2025-04-26T03:05:42+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_29,Product B-29,electronics product,B_V41,Product B-29 - Silver - 256GB,B-P29-CSi-S25,94.83,"{""color"": ""Silver"", ""size"": ""256GB""}",,,B_L157,1,94.83,75.48,15.096000000000002,75.48,15.096000000000002,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000128,2025-10-22T15:45:27.883487+00:00,2025-10-22T15:45:27.883487+00:00,,electronics
81f4a57e-daaf-49f5-b37e-83bbcab434cf,1dba1e2a-0232-40a9-80f5-2e9656ac036e,B_O128,B_R77,2025-05-10T08:15:23+00:00,11.18,Item not as described,system,True,completed,86.67,EUR,2025-04-26T02:04:14+00:00,2025-04-26T17:01:28+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_2,Product B-2,electronics product,B_V2,Product B-2 - White - 1TB,B-P2-CWh-S1T,14.57,"{""color"": ""White"", ""size"": ""1TB""}",,,B_L158,1,14.57,11.18,2.236,11.18,2.236,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000128,2025-10-22T15:45:27.884486+00:00,2025-10-22T15:45:27.884486+00:00,,electronics
21f6cb48-05e8-4d16-84ef-6e210a654843,9db0d576-a608-4410-b915-cd10a5362e02,B_O129,B_R78,2024-12-19T07:06:19+00:00,75.38,Item not as described,system,True,completed,350.34,EUR,2024-12-01T17:38:39+00:00,2024-12-01T02:29:04+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_1,Product B-1,electronics product,B_V1,Product B-1 - Black - 512GB,B-P1-CBl-S51,115.55,"{""color"": ""Black"", ""size"": ""512GB""}",,,B_L160,1,115.55,75.38,15.076,75.38,15.076,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000129,2025-10-22T15:45:27.884486+00:00,2025-10-22T15:45:27.884486+00:00,,electronics
97e424c1-89a6-49f9-974e-fe57c9c9c355,7793a322-2ce6-4203-b305-36112f3faf09,B_O130,B_R79,2024-07-23T14:25:36+00:00,144.9,Changed mind,system,True,completed,144.9,EUR,2024-07-06T19:45:31+00:00,2024-07-06T05:05:30+00:00,svetlana01@example.com,,Philip,Sager,Henriette-Höfig-Ring 9-4,,Konstanz,,68147,GE,B_30,Product B-30,electronics product,B_V42,Product B-30 - Silver - 256GB,B-P30-CSi-S25,103.74,"{""color"": ""Silver"", ""size"": ""256GB""}",,,B_L161,2,103.74,144.9,28.980000000000004,144.9,28.980000000000004,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000130,2025-10-22T15:45:27.884486+00:00,2025-10-22T15:45:27.884486+00:00,,electronics
4db9162b-aa65-41e3-beb8-f5698ce53195,1b79ca17-72a3-450c-a2e6-429f29275262,B_O133,B_R80,2025-12-21T02:16:26+00:00,189.07,Wrong size,system,True,completed,189.07,EUR,2025-12-10T11:29:30+00:00,2025-12-10T16:19:00+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_29,Product B-29,electronics product,B_V41,Product B-29 - Silver - 256GB,B-P29-CSi-S25,94.83,"{""color"": ""Silver"", ""size"": ""256GB""}",,,B_L165,3,94.83,189.07,37.814,189.07,37.814,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000133,2025-10-22T15:45:27.884486+00:00,2025-10-22T15:45:27.884486+00:00,,electronics
1f651710-aa4f-403d-9980-922d15bc5c4b,071ad80f-9791-42be-b220-d9572c2dc713,B_O134,B_R81,2025-09-08T20:10:19+00:00,30.09,Item not as described,system,True,completed,90.28,EUR,2025-08-28T09:04:23+00:00,2025-08-28T00:48:55+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_26,Product B-26,electronics product,B_V37,Product B-26 - Silver - 128GB,B-P26-CSi-S12,46.09,"{""color"": ""Silver"", ""size"": ""128GB""}",,,B_L166,1,46.09,30.09,6.018000000000001,30.09,6.018000000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000134,2025-10-22T15:45:27.884486+00:00,2025-10-22T15:45:27.884486+00:00,,electronics
516975a5-4970-4262-ab97-cd8de86fd525,8c947c28-6ae7-4000-b26e-734a5a1efb71,B_O136,B_R82,2025-09-02T03:39:25+00:00,88.1,Item not as described,system,True,completed,88.1,EUR,2025-08-20T20:35:55+00:00,2025-08-20T17:01:41+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_16,Product B-16,electronics product,B_V24,Product B-16 - Black - 256GB,B-P16-CBl-S25,117.15,"{""color"": ""Black"", ""size"": ""256GB""}",,,B_L168,1,117.15,88.1,17.62,88.1,17.62,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000136,2025-10-22T15:45:27.885047+00:00,2025-10-22T15:45:27.885047+00:00,,electronics
05667d1b-cdc0-4e94-ad82-a4553bddc5fa,70cec758-6c19-43f4-984f-91fe580739c9,B_O138,B_R83,2026-04-30T04:01:36+00:00,135.13,Wrong size,system,True,completed,270.27,EUR,2026-04-16T06:28:12+00:00,2026-04-16T06:02:47+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_7,Product B-7,electronics product,B_V11,Product B-7 - White - 512GB,B-P7-CWh-S51,178.16,"{""color"": ""White"", ""size"": ""512GB""}",,,B_L170,1,178.16,135.13,27.026,135.13,27.026,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000138,2025-10-22T15:45:27.885047+00:00,2025-10-22T15:45:27.885047+00:00,,electronics
477dc151-6314-4a0b-b5ee-6561d9cdf0d5,224bafd9-2786-4f27-a7df-7ec49722bc8a,B_O139,B_R84,2025-05-28T18:45:34+00:00,67.82,Item not as described,system,True,completed,211.56,EUR,2025-05-14T10:30:54+00:00,2025-05-14T22:26:52+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_24,Product B-24,electronics product,B_V34,Product B-24 - White - 1TB,B-P24-CWh-S1T,88.19,"{""color"": ""White"", ""size"": ""1TB""}",,,B_L172,1,88.19,67.82,13.564,67.82,13.564,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000139,2025-10-22T15:45:27.885047+00:00,2025-10-22T15:45:27.885047+00:00,,electronics
dab5e54f-ac5c-4f71-a9d9-4508a5f881d5,614b661b-55ae-42f1-b5e6-e0b7ec926771,B_O139,B_R85,2025-05-28T03:37:38+00:00,75.92,Defective product,system,True,completed,211.56,EUR,2025-05-14T11:48:28+00:00,2025-05-14T04:59:31+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_29,Product B-29,electronics product,B_V41,Product B-29 - Silver - 256GB,B-P29-CSi-S25,94.83,"{""color"": ""Silver"", ""size"": ""256GB""}",,,B_L171,1,94.83,75.92,15.184000000000001,75.92,15.184000000000001,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000139,2025-10-22T15:45:27.885587+00:00,2025-10-22T15:45:27.885587+00:00,,electronics
f80fadba-f62d-4b36-950b-6dd61fb54394,a800a16f-8ed5-4dd9-a012-85c6b2a90f2c,B_O141,B_R86,2026-04-07T15:29:10+00:00,147.1,Ordered by mistake,system,True,completed,562.0,EUR,2026-03-26T12:38:30+00:00,2026-03-26T01:04:07+00:00,thomasbuhlmann@example.org,,Celine,Hodel,Albrechtstrasse 24,,Horgen,,7605,SW,B_6,Product B-6,electronics product,B_V8,Product B-6 - White - 256GB,B-P6-CWh-S25,190.07,"{""color"": ""White"", ""size"": ""256GB""}",,,B_L175,1,190.07,147.1,29.42,147.1,29.42,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000141,2025-10-22T15:45:27.885655+00:00,2025-10-22T15:45:27.885655+00:00,,electronics
606b6434-11f2-45b4-b465-dea14e52e2c7,1fbe1269-9e26-4df0-b53d-3f24e1ca08f8,B_O144,B_R87,2025-01-18T15:10:41+00:00,96.28,Ordered by mistake,system,True,completed,237.27,EUR,2024-12-31T02:33:38+00:00,2024-12-31T11:48:41+00:00,alex15@example.com,,Gregor,Müller-Peer,Lucas-Mayerhofer-Platz 8/5,,Friesach,,4557,AU,B_14,Product B-14,electronics product,B_V21,Product B-14 - Silver - 512GB,B-P14-CSi-S51,137.25,"{""color"": ""Silver"", ""size"": ""512GB""}",,,B_L178,1,137.25,96.28,19.256,96.28,19.256,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000144,2025-10-22T15:45:27.885655+00:00,2025-10-22T15:45:27.885655+00:00,,electronics
38f16a05-6d63-472a-b2cf-0eb8ab1f1344,ff89e79b-de00-45bd-b095-d4524d225851,B_O145,B_R88,2025-12-06T08:11:19+00:00,122.9,Item not as described,system,True,completed,184.34,EUR,2025-11-22T19:35:15+00:00,2025-11-22T19:29:57+00:00,alex15@example.com,,Gregor,Müller-Peer,Lucas-Mayerhofer-Platz 8/5,,Friesach,,4557,AU,B_5,Product B-5,electronics product,B_V6,Product B-5 - Black - 512GB,B-P5-CBl-S51,82.48,"{""color"": ""Black"", ""size"": ""512GB""}",,,B_L180,2,82.48,122.9,24.580000000000002,122.9,24.580000000000002,EUR,standard,"{""vat_rate"": 0.2, ""tax_amount"": 0.0}",,00000000-0000-0000-0000-b00000000145,2025-10-22T15:45:27.886255+00:00,2025-10-22T15:45:27.886255+00:00,,electronics
