id,store_id,group_order_id,order_external_id,order_status,order_total_amount,order_currency,order_created_at,order_updated_at,customer_email,customer_phone_number,client_ip,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_postcode,shipping_country_code,product_external_id,product_title,product_description,product_vendor,product_type,variant_external_id,variant_title,variant_sku,variant_price,variant_attributes,variant_image_id,variant_image_src,line_item_external_id,line_item_quantity,line_item_unit_price,line_item_total_price,line_item_currency,line_item_subtotal,created_at,updated_at
e8f9d40e-a783-4473-a8c8-fc3147a3bd61,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000200,A_O200,completed,503.1,EUR,2026-10-03T05:03:53+00:00,2026-10-03T11:57:41+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_10,Product A-10,fashion product,Default Vendor,fashion,A_V53,Product A-10 - White - S,A-P10-CWh-SS,119.72,"Color: White, Size: S",,,A_L630,2,119.72,220.21,EUR,220.21,2025-10-22T15:28:25.809903+00:00,2025-10-22T15:28:25.809903+00:00
e8e27bd4-4163-4aa0-8f3f-2bc3919a186f,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000201,A_O201,completed,419.31,EUR,2025-10-12T20:31:11+00:00,2025-10-12T07:35:59+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_8,Product A-8,fashion product,Default Vendor,fashion,A_V41,Product A-8 - Red - XXL,A-P8-CRe-SXX,34.15,"Color: Red, Size: XXL",,,A_L631,1,34.15,1.7899999999999991,EUR,1.7899999999999991,2025-10-22T15:28:25.809903+00:00,2025-10-22T15:28:25.809903+00:00
033ab327-eec3-431a-8b7d-8f4334f17b3b,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000201,A_O201,completed,419.31,EUR,2025-10-12T08:45:04+00:00,2025-10-12T00:21:08+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V147,Product A-28 - Black - XS,A-P28-CBl-SXS,113.94,"Color: Black, Size: XS",,,A_L632,2,113.94,203.37,EUR,203.37,2025-10-22T15:28:25.809903+00:00,2025-10-22T15:28:25.809903+00:00
655e4c23-1509-48e7-8f36-d1fdb53f63d4,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000201,A_O201,completed,419.31,EUR,2025-10-12T02:15:00+00:00,2025-10-12T15:00:46+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V152,Product A-28 - Beige - XL,A-P28-CBe-SXL,100.57,"Color: Beige, Size: XL",,,A_L633,2,100.57,184.64999999999998,EUR,184.64999999999998,2025-10-22T15:28:25.809903+00:00,2025-10-22T15:28:25.809903+00:00
dec24d6c-e81c-4337-9510-dc67c71a3f7e,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000201,A_O201,completed,419.31,EUR,2025-10-12T02:29:16+00:00,2025-10-12T05:40:02+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V100,Product A-19 - Black - XL,A-P19-CBl-SXL,27.96,"Color: Black, Size: XL",,,A_L634,3,27.96,50.88999999999999,EUR,50.88999999999999,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
8d1a3568-649d-4ff0-9225-8cf0b992cab6,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000202,A_O202,refunded,323.97,EUR,2027-01-18T16:51:06+00:00,2027-01-18T15:54:43+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V30,Product A-6 - Blue - M,A-P6-CBl-SM,56.87,"Color: Blue, Size: M",,,A_L635,2,56.87,87.47,EUR,87.47,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
160cbe6d-47dc-4e60-99a1-452aae9f47e2,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000202,A_O202,refunded,323.97,EUR,2027-01-18T21:38:21+00:00,2027-01-18T03:25:53+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V28,Product A-6 - Green - XXL,A-P6-CGr-SXX,59.02,"Color: Green, Size: XXL",,,A_L636,2,59.02,84.46000000000001,EUR,84.46000000000001,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
d113b957-1c78-4909-ad21-13c7ceea30f0,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000202,A_O202,refunded,323.97,EUR,2027-01-18T14:16:19+00:00,2027-01-18T17:14:37+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V25,Product A-6 - Black - XS,A-P6-CBl-SXS,57.97,"Color: Black, Size: XS",,,A_L637,1,57.97,23.740000000000002,EUR,23.740000000000002,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
b831e9b8-dc13-4f7e-b0d6-a5590e8683f4,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000202,A_O202,refunded,323.97,EUR,2027-01-18T20:21:49+00:00,2027-01-18T06:06:36+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_20,Product A-20,fashion product,Default Vendor,fashion,A_V103,Product A-20 - Red - XS,A-P20-CRe-SXS,176.67,"Color: Red, Size: XS",,,A_L638,1,176.67,146.61999999999998,EUR,146.61999999999998,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
d9ed2278-53e4-40e5-b117-ee58b0a89123,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000203,A_O203,completed,757.91,EUR,2025-06-08T01:55:51+00:00,2025-06-08T14:56:35+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_32,Product A-32,fashion product,Default Vendor,fashion,A_V172,Product A-32 - Green - L,A-P32-CGr-SL,89.42,"Color: Green, Size: L",,,A_L639,2,89.42,149.59,EUR,149.59,2025-10-22T15:28:25.810422+00:00,2025-10-22T15:28:25.810422+00:00
3b22ccdb-2bc6-4c56-b0ec-ac6b991146bf,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000203,A_O203,completed,757.91,EUR,2025-06-08T11:18:00+00:00,2025-06-08T06:34:55+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_23,Product A-23,fashion product,Default Vendor,fashion,A_V123,Product A-23 - Red - M,A-P23-CRe-SM,156.32,"Color: Red, Size: M",,,A_L640,2,156.32,296.09999999999997,EUR,296.09999999999997,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
d21751fb-f974-4fd2-bd1b-0b8f4dc90f80,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000203,A_O203,completed,757.91,EUR,2025-06-08T20:45:10+00:00,2025-06-08T11:19:23+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_23,Product A-23,fashion product,Default Vendor,fashion,A_V122,Product A-23 - White - M,A-P23-CWh-SM,153.99,"Color: White, Size: M",,,A_L641,3,153.99,442.16,EUR,442.16,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
d2b079f2-988c-4926-8618-d8161cb3fb45,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000204,A_O204,completed,413.36,EUR,2026-08-25T05:32:05+00:00,2026-08-25T14:01:19+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_35,Product A-35,fashion product,Default Vendor,fashion,A_V189,Product A-35 - Red - XL,A-P35-CRe-SXL,177.19,"Color: Red, Size: XL",,,A_L642,2,177.19,322.69,EUR,322.69,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
6f0d6799-875e-4a47-8a05-6c81e63c6e76,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000204,A_O204,completed,413.36,EUR,2026-08-25T04:31:44+00:00,2026-08-25T03:23:33+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_4,Product A-4,fashion product,Default Vendor,fashion,A_V15,Product A-4 - Black - XL,A-P4-CBl-SXL,31.64,"Color: Black, Size: XL",,,A_L643,3,31.64,61.99,EUR,61.99,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
410322a5-c16b-482a-aa71-eae45cad23d9,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000204,A_O204,completed,413.36,EUR,2026-08-25T23:29:58+00:00,2026-08-25T08:32:51+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_23,Product A-23,fashion product,Default Vendor,fashion,A_V122,Product A-23 - White - M,A-P23-CWh-SM,153.99,"Color: White, Size: M",,,A_L644,1,153.99,123.88000000000001,EUR,123.88000000000001,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
24a99171-84f5-4e00-b9dc-04378c0a28bb,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000205,A_O205,completed,148.83,EUR,2025-12-14T02:00:40+00:00,2025-12-14T15:11:17+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V99,Product A-19 - Beige - XL,A-P19-CBe-SXL,27.63,"Color: Beige, Size: XL",,,A_L645,1,27.63,9.829999999999998,EUR,9.829999999999998,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
a08c3639-7e98-4273-8f36-49431739ce0a,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000205,A_O205,completed,148.83,EUR,2025-12-14T16:17:27+00:00,2025-12-14T13:22:22+00:00,kstiffel@example.net,,,Istvan,Mitschke,Schäfergasse 58/81,,Sebnitz,,27177,GE,A_32,Product A-32,fashion product,Default Vendor,fashion,A_V172,Product A-32 - Green - L,A-P32-CGr-SL,89.42,"Color: Green, Size: L",,,A_L646,2,89.42,149.36,EUR,149.36,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
266e51af-0bfa-4f2a-9f3b-11881de5eb15,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000206,A_O206,completed,242.91,EUR,2026-07-14T08:40:17+00:00,2026-07-14T21:58:57+00:00,louis19@example.net,,,Nicolas,Beck-Kaufmann,Schumacherstrasse 820,,Schaffhausen,,9079,SW,A_3,Product A-3,fashion product,Default Vendor,fashion,A_V7,Product A-3 - Green - M,A-P3-CGr-SM,95.26,"Color: Green, Size: M",,,A_L647,2,95.26,170.5,EUR,170.5,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
0acbf0f1-c356-4116-b741-1fa09b56bf70,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000206,A_O206,completed,242.91,EUR,2026-07-14T23:46:37+00:00,2026-07-14T11:38:02+00:00,louis19@example.net,,,Nicolas,Beck-Kaufmann,Schumacherstrasse 820,,Schaffhausen,,9079,SW,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V30,Product A-6 - Blue - M,A-P6-CBl-SM,56.87,"Color: Blue, Size: M",,,A_L648,1,56.87,45.8,EUR,45.8,2025-10-22T15:28:25.810937+00:00,2025-10-22T15:28:25.810937+00:00
d9b4e5e9-9d5b-42ec-8627-b2e12392e9b7,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000206,A_O206,completed,242.91,EUR,2026-07-14T14:21:37+00:00,2026-07-14T08:30:43+00:00,louis19@example.net,,,Nicolas,Beck-Kaufmann,Schumacherstrasse 820,,Schaffhausen,,9079,SW,A_16,Product A-16,fashion product,Default Vendor,fashion,A_V82,Product A-16 - Green - XL,A-P16-CGr-SXL,18.19,"Color: Green, Size: XL",,,A_L649,3,18.19,27.800000000000008,EUR,27.800000000000008,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
4cedb27e-065c-420b-b285-ce1aeb8e749f,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000207,A_O207,completed,879.06,EUR,2024-11-28T23:19:30+00:00,2024-11-28T16:04:31+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_21,Product A-21,fashion product,Default Vendor,fashion,A_V113,Product A-21 - Beige - S,A-P21-CBe-SS,182.92,"Color: Beige, Size: S",,,A_L650,3,182.92,540.35,EUR,540.35,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
b7e124c1-7e32-487e-8eeb-bdb311140bf5,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000207,A_O207,completed,879.06,EUR,2024-11-28T16:48:18+00:00,2024-11-28T18:51:27+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_18,Product A-18,fashion product,Default Vendor,fashion,A_V94,Product A-18 - Black - S,A-P18-CBl-SS,49.88,"Color: Black, Size: S",,,A_L651,2,49.88,85.21000000000001,EUR,85.21000000000001,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
6c8abd21-f089-413e-ab48-790774e1184f,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000207,A_O207,completed,879.06,EUR,2024-11-28T05:29:41+00:00,2024-11-28T15:09:34+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V148,Product A-28 - Black - S,A-P28-CBl-SS,113.69,"Color: Black, Size: S",,,A_L652,2,113.69,214.64,EUR,214.64,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
742eebe1-4428-495e-bf22-e1e01e0df8c8,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000207,A_O207,completed,879.06,EUR,2024-11-28T10:20:12+00:00,2024-11-28T02:14:32+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_28,Product A-28,fashion product,Default Vendor,fashion,A_V152,Product A-28 - Beige - XL,A-P28-CBe-SXL,100.57,"Color: Beige, Size: XL",,,A_L653,1,100.57,92.83999999999999,EUR,92.83999999999999,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
d4e9f225-8f09-4fe8-91be-30fb1769e8dc,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000208,A_O208,completed,925.31,EUR,2025-12-18T22:04:45+00:00,2025-12-18T04:23:43+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_13,Product A-13,fashion product,Default Vendor,fashion,A_V67,Product A-13 - Beige - XS,A-P13-CBe-SXS,93.62,"Color: Beige, Size: XS",,,A_L654,1,93.62,78.69,EUR,78.69,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
d2e1c6a4-f5be-4af7-b51c-a78848ee71c9,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000208,A_O208,completed,925.31,EUR,2025-12-18T04:01:04+00:00,2025-12-18T20:21:36+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_16,Product A-16,fashion product,Default Vendor,fashion,A_V82,Product A-16 - Green - XL,A-P16-CGr-SXL,18.19,"Color: Green, Size: XL",,,A_L655,1,18.19,9.63,EUR,9.63,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
419e6d05-be9a-4bc1-816a-d122e08216c5,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000208,A_O208,completed,925.31,EUR,2025-12-18T10:27:24+00:00,2025-12-18T22:42:59+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_12,Product A-12,fashion product,Default Vendor,fashion,A_V66,Product A-12 - Red - XXL,A-P12-CRe-SXX,135.22,"Color: Red, Size: XXL",,,A_L656,3,135.22,396.34,EUR,396.34,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
9b0cb6cc-eaa1-4dc9-906c-f5099e299c16,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000208,A_O208,completed,925.31,EUR,2025-12-18T15:14:43+00:00,2025-12-18T14:55:03+00:00,isa82@example.org,,,Robin,Zach,Holzerstraße 5/9,,Neulengbach,,9892,AU,A_24,Product A-24,fashion product,Default Vendor,fashion,A_V129,Product A-24 - Black - L,A-P24-CBl-SL,173.92,"Color: Black, Size: L",,,A_L657,3,173.92,510.15,EUR,510.15,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
6d98ba48-be31-4abd-b2f5-6d4271a0b0fb,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000209,A_O209,completed,772.86,EUR,2026-05-03T05:37:18+00:00,2026-05-03T01:09:49+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_16,Product A-16,fashion product,Default Vendor,fashion,A_V84,Product A-16 - Red - XL,A-P16-CRe-SXL,17.84,"Color: Red, Size: XL",,,A_L658,3,17.84,36.809999999999995,EUR,36.809999999999995,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
007e4247-9748-4c4e-9f08-8cb8a1dc68b9,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000209,A_O209,completed,772.86,EUR,2026-05-03T05:48:14+00:00,2026-05-03T09:26:18+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_22,Product A-22,fashion product,Default Vendor,fashion,A_V119,Product A-22 - Red - L,A-P22-CRe-SL,141.63,"Color: Red, Size: L",,,A_L659,3,141.63,393.93,EUR,393.93,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
0b21edb7-823f-4697-b33a-153d79161739,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000209,A_O209,completed,772.86,EUR,2026-05-03T21:38:51+00:00,2026-05-03T18:27:21+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_24,Product A-24,fashion product,Default Vendor,fashion,A_V129,Product A-24 - Black - L,A-P24-CBl-SL,173.92,"Color: Black, Size: L",,,A_L660,3,173.92,505.12,EUR,505.12,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
70cdcb3b-6ba9-4516-97b9-2b8e73b76721,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000210,A_O210,completed,594.0,EUR,2026-10-25T12:22:21+00:00,2026-10-25T14:42:28+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V24,Product A-6 - Beige - XL,A-P6-CBe-SXL,57.85,"Color: Beige, Size: XL",,,A_L661,2,57.85,97.62,EUR,97.62,2025-10-22T15:28:25.811940+00:00,2025-10-22T15:28:25.811940+00:00
843d0a7a-c084-4237-a45e-4cb90582132e,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000210,A_O210,completed,594.0,EUR,2026-10-25T07:35:40+00:00,2026-10-25T08:53:30+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_15,Product A-15,fashion product,Default Vendor,fashion,A_V80,Product A-15 - Red - XL,A-P15-CRe-SXL,10.9,"Color: Red, Size: XL",,,A_L662,2,10.9,0.0,EUR,0.0,2025-10-22T15:28:25.812943+00:00,2025-10-22T15:28:25.812943+00:00
a7f66b20-8f0a-482d-ab99-171702ce5acf,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000210,A_O210,completed,594.0,EUR,2026-10-25T19:58:12+00:00,2026-10-25T08:11:58+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_30,Product A-30,fashion product,Default Vendor,fashion,A_V159,Product A-30 - Black - L,A-P30-CBl-SL,202.15,"Color: Black, Size: L",,,A_L663,2,202.15,382.97,EUR,382.97,2025-10-22T15:28:25.812943+00:00,2025-10-22T15:28:25.812943+00:00
cc589a8a-b2d3-46cb-8bb7-9ecbaaa9ab69,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000210,A_O210,completed,594.0,EUR,2026-10-25T09:32:23+00:00,2026-10-25T05:52:03+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_30,Product A-30,fashion product,Default Vendor,fashion,A_V160,Product A-30 - Beige - XL,A-P30-CBe-SXL,194.8,"Color: Beige, Size: XL",,,A_L664,1,194.8,179.70000000000002,EUR,179.70000000000002,2025-10-22T15:28:25.812943+00:00,2025-10-22T15:28:25.812943+00:00
c5fd8f99-adab-41e8-b6d0-b2bd02d75175,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000211,A_O211,completed,844.76,EUR,2025-09-12T12:09:11+00:00,2025-09-12T10:10:10+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_24,Product A-24,fashion product,Default Vendor,fashion,A_V129,Product A-24 - Black - L,A-P24-CBl-SL,173.92,"Color: Black, Size: L",,,A_L665,2,173.92,326.66999999999996,EUR,326.66999999999996,2025-10-22T15:28:25.812943+00:00,2025-10-22T15:28:25.812943+00:00
cb6f7b65-0574-4685-8a37-a4380fdcbc5e,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000211,A_O211,completed,844.76,EUR,2025-09-12T03:35:35+00:00,2025-09-12T06:50:20+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_9,Product A-9,fashion product,Default Vendor,fashion,A_V49,Product A-9 - Green - XS,A-P9-CGr-SXS,144.85,"Color: Green, Size: XS",,,A_L666,3,144.85,414.15,EUR,414.15,2025-10-22T15:28:25.813460+00:00,2025-10-22T15:28:25.813460+00:00
c984b3f5-505f-4deb-8623-9aabb1a89087,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000211,A_O211,completed,844.76,EUR,2025-09-12T18:30:02+00:00,2025-09-12T23:39:00+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_9,Product A-9,fashion product,Default Vendor,fashion,A_V50,Product A-9 - White - XS,A-P9-CWh-SXS,173.04,"Color: White, Size: XS",,,A_L667,1,173.04,154.29,EUR,154.29,2025-10-22T15:28:25.813460+00:00,2025-10-22T15:28:25.813460+00:00
3a63d36a-f428-4561-95d7-09573fc4a6f7,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000211,A_O211,completed,844.76,EUR,2025-09-12T00:32:21+00:00,2025-09-12T02:02:00+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V30,Product A-6 - Blue - M,A-P6-CBl-SM,56.87,"Color: Blue, Size: M",,,A_L668,2,56.87,87.64999999999999,EUR,87.64999999999999,2025-10-22T15:28:25.813460+00:00,2025-10-22T15:28:25.813460+00:00
911e9dd2-63a9-475b-a46b-c4828e3dd54b,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000212,A_O212,completed,137.56,EUR,2026-11-11T05:21:35+00:00,2026-11-11T07:17:04+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V99,Product A-19 - Beige - XL,A-P19-CBe-SXL,27.63,"Color: Beige, Size: XL",,,A_L669,1,27.63,4.469999999999999,EUR,4.469999999999999,2025-10-22T15:28:25.813460+00:00,2025-10-22T15:28:25.813460+00:00
9bef8f45-a8c1-4251-9352-1c3d4a5cae43,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000212,A_O212,completed,137.56,EUR,2026-11-11T17:53:16+00:00,2026-11-11T18:00:05+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V101,Product A-19 - Black - S,A-P19-CBl-SS,30.79,"Color: Black, Size: S",,,A_L670,2,30.79,39.5,EUR,39.5,2025-10-22T15:28:25.813981+00:00,2025-10-22T15:28:25.813981+00:00
c23cb681-bf03-4798-a5c6-8b2c01e9459a,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000212,A_O212,completed,137.56,EUR,2026-11-11T09:30:44+00:00,2026-11-11T21:39:53+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V98,Product A-19 - Black - XS,A-P19-CBl-SXS,31.99,"Color: Black, Size: XS",,,A_L671,2,31.99,37.019999999999996,EUR,37.019999999999996,2025-10-22T15:28:25.813981+00:00,2025-10-22T15:28:25.813981+00:00
d6b09f09-d13a-48af-b01c-b2f35fb3894b,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000212,A_O212,completed,137.56,EUR,2026-11-11T13:12:24+00:00,2026-11-11T06:54:48+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_19,Product A-19,fashion product,Default Vendor,fashion,A_V100,Product A-19 - Black - XL,A-P19-CBl-SXL,27.96,"Color: Black, Size: XL",,,A_L672,1,27.96,5.260000000000002,EUR,5.260000000000002,2025-10-22T15:28:25.813981+00:00,2025-10-22T15:28:25.813981+00:00
2cfdca7f-a545-4721-acd4-3782b2a6175e,1e27b743-d66d-41a4-8b4e-876b051a5948,00000000-0000-0000-0000-a00000000213,A_O213,completed,833.24,EUR,2026-01-21T16:18:58+00:00,2026-01-21T19:21:34+00:00,carsten51@example.net,,,Rico,Schüler,Jesselweg 3-2,,Güstrow,,92519,GE,A_6,Product A-6,fashion product,Default Vendor,fashion,A_V26,Product A-6 - Red - M,A-P6-CRe-SM,60.08,"Color: Red, Size: M",,,A_L673,3,60.08,159.4,EUR,159.4,2025-10-22T15:28:25.813981+00:00,2025-10-22T15:28:25.813981+00:00
